[2025-10-19 01:50:17] This is codeql database index-files --include-extension=.yaml --include-extension=.yml --size-limit=5m --language yaml -- /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics-db
[2025-10-19 01:50:17] Log file was started late.
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/10_inverted_pendulum...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/13_mission_planning...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/13_mission_planning/state_machine...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/docs/modules/13_mission_planning/behavior_tree...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/.github...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/.github/workflows...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/.github/codeql...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/.github/ISSUE_TEMPLATE...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/InvertedPendulum...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/InvertedPendulum/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/AerialNavigation...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/AerialNavigation/rocket_powered_landing...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/AerialNavigation/rocket_powered_landing/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/AerialNavigation/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/AerialNavigation/drone_3d_trajectory_following...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/AerialNavigation/drone_3d_trajectory_following/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/Bipedal...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/Bipedal/bipedal_planner...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/Bipedal/bipedal_planner/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/Bipedal/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/MissionPlanning...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/MissionPlanning/StateMachine...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/MissionPlanning/StateMachine/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/MissionPlanning/BehaviorTree...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/MissionPlanning/BehaviorTree/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/.git...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/.git/objects...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/.git/objects/pack...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/.git/objects/info...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/.git/info...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/.git/logs...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/.git/logs/refs...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/.git/logs/refs/heads...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/.git/logs/refs/remotes...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/.git/logs/refs/remotes/origin...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/.git/hooks...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/.git/refs...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/.git/refs/heads...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/.git/refs/tags...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/.git/refs/remotes...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/.git/refs/remotes/origin...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/.circleci...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/ReedsSheppPath...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/ReedsSheppPath/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/AStar...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/AStar/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/ModelPredictiveTrajectoryGenerator...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/ModelPredictiveTrajectoryGenerator/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/BSplinePath...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/BSplinePath/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/HybridAStar...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/HybridAStar/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/FlowField...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/FlowField/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/FrenetOptimalTrajectory...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/FrenetOptimalTrajectory/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/BreadthFirstSearch...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/BreadthFirstSearch/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/BidirectionalBreadthFirstSearch...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/BidirectionalBreadthFirstSearch/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/LQRRRTStar...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/LQRRRTStar/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/DStar...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/DStar/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/VoronoiRoadMap...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/VoronoiRoadMap/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/DepthFirstSearch...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/DepthFirstSearch/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/VisibilityRoadMap...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/VisibilityRoadMap/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/Eta3SplineTrajectory...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/Eta3SplineTrajectory/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/TimeBasedPathPlanning...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/TimeBasedPathPlanning/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/DubinsPath...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/DubinsPath/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/Eta3SplinePath...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/Eta3SplinePath/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/DynamicMovementPrimitives...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/DynamicMovementPrimitives/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/InformedRRTStar...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/InformedRRTStar/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/BidirectionalAStar...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/BidirectionalAStar/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/WavefrontCPP...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/WavefrontCPP/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/WavefrontCPP/map...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/BezierPath...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/BezierPath/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/ElasticBands...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/ElasticBands/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/ClothoidPath...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/ClothoidPath/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/RRTDubins...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/RRTDubins/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/RRTStarReedsShepp...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/RRTStarReedsShepp/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/LQRPlanner...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/LQRPlanner/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/RRT...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/RRT/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/RRT/sobol...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/RRT/sobol/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/SpiralSpanningTreeCPP...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/SpiralSpanningTreeCPP/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/SpiralSpanningTreeCPP/map...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/BugPlanning...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/BugPlanning/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/BatchInformedRRTStar...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/BatchInformedRRTStar/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/RRTStar...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/RRTStar/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/Dijkstra...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/Dijkstra/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/DynamicWindowApproach...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/DynamicWindowApproach/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/CubicSpline...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/CubicSpline/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/Catmull_RomSplinePath...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/Catmull_RomSplinePath/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/PotentialFieldPlanning...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/PotentialFieldPlanning/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/ProbabilisticRoadMap...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/ProbabilisticRoadMap/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/QuinticPolynomialsPlanner...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/QuinticPolynomialsPlanner/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/GreedyBestFirstSearch...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/GreedyBestFirstSearch/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/DStarLite...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/DStarLite/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/ClosedLoopRRTStar...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/ClosedLoopRRTStar/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/RRTStarDubins...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/RRTStarDubins/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/StateLatticePlanner...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/StateLatticePlanner/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/GridBasedSweepCPP...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/PathPlanning/GridBasedSweepCPP/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/Localization...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/Localization/ensemble_kalman_filter...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/Localization/ensemble_kalman_filter/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/Localization/unscented_kalman_filter...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/Localization/unscented_kalman_filter/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/Localization/cubature_kalman_filter...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/Localization/cubature_kalman_filter/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/Localization/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/Localization/histogram_filter...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/Localization/histogram_filter/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/Localization/extended_kalman_filter...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/Localization/extended_kalman_filter/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/Localization/particle_filter...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/Localization/particle_filter/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/ArmNavigation...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/ArmNavigation/arm_obstacle_navigation...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/ArmNavigation/arm_obstacle_navigation/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/ArmNavigation/n_joint_arm_3d...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/ArmNavigation/n_joint_arm_3d/__pycache__...
[2025-10-19 01:50:17] [PROGRESS] resolve files> Scanning /Users/arinmehta/Documents/GitHub/STT/Assignment-2/PythonRobotics/ArmNavigation/__pycache__...
